source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
Seedly,,2019-10-01 12:26:47,Good news! SP Group just announced that the electricity tariff will be reduced from 24.22 cents to 23.43 cents! 😱 Wanna bring your utility bill down even more? Find out how: http://bit.ly/2nhwUBX,9,5,3,,,1,,1,1200777236776975,/story.php?story_fbid=1200777236776975&id=460639650790741
Seedly,,2019-10-01 08:00:00,How do I find out who are the owners of the company’s restricted shares?,1,1,,,,,,1,1200251763496189,/story.php?story_fbid=1200251763496189&id=460639650790741
Seedly,,2019-09-30 19:30:23,Speedtest vs price vs contract length. We did a comparison of all the fibre broadband plans. Start saving on your bills today!,7,6,,1,,,,3,1200239256830773,/story.php?story_fbid=1200239256830773&id=460639650790741
Seedly,,2019-09-30 18:00:42,For those who didn't know: Application for Home Caregiving Grant Opens Tomorrow!  Here’s How You Can Apply To Receive A Monthly Cash Payout Of $200.,5,4,,,,1,,1,1200191996835499,/story.php?story_fbid=1200191996835499&id=460639650790741
Seedly,,2019-09-29 12:00:01,"Did you know IVF in Singapore comes with an estimated 40% success rate? Of course, this partly depends on how old you are!",,,,,,,,1,1199123033609062,/story.php?story_fbid=1199123033609062&id=460639650790741
Seedly,,2019-09-30 15:06:03,"""It’s always so tempting for me to put whatever I have in first because I never know if the share price is going to drop back to that price. But knowing that there are extra fees charged per trade. Is it worth for me to do so?""  Does this sound like you? Check this out with really good answers from our community members :)",4,3,,,1,,,1,1200113090176723,/story.php?story_fbid=1200113090176723&id=460639650790741
Seedly,,2019-09-30 12:01:51,Would you trust Temasek Holding’s picks? 🤔,14,14,,,,,,1,1200036390184393,/story.php?story_fbid=1200036390184393&id=460639650790741
Seedly,,2019-09-30 08:00:00,"Closing date of IPO: 12pm, TODAY! Check out what some of the investors are saying!",6,6,,,,,,1,1197778193743546,/story.php?story_fbid=1197778193743546&id=460639650790741
Seedly,,2019-09-29 12:48:23,This is a very common question which most working adults face today. Especially once you have a few thousands in your bank account and start realising that maybe you should be doing something about it. How do you know you are ACTUALLY ready to make that first step? :),16,14,,1,,1,,1,1199289226925776,/story.php?story_fbid=1199289226925776&id=460639650790741
Seedly,,2019-09-28 12:00:02,"Still remember Singapore's 5Cs?  Well, they're a little outdated, aren't they?  No worries, The Woke Salaryman shares the 5Cs that matter nowadays. Do you agree?",10,9,1,,,,,2,1198416040346428,/story.php?story_fbid=1198416040346428&id=460639650790741
Seedly,,2019-09-27 18:20:19,"PSA: Don't just look at the device prices! Also, it looks like SIM-only + device is still the way to go... 😎",11,10,,1,,,,1,1197811383740227,/story.php?story_fbid=1197811383740227&id=460639650790741
Seedly,,2019-09-27 15:56:00,Will you reallocate your assets to invest in a Chanel bag that can potentially make you a 70% profit?,6,4,1,,1,,,1,1197735507081148,/story.php?story_fbid=1197735507081148&id=460639650790741
Seedly,,2019-09-27 13:16:43,"It's lunchtime! To celebrate TGIF, why not go for an affordable KBBQ? Here are some places you can go for affordable smoked, barbecued meats.",7,4,,3,,,,5,1197657097088989,/story.php?story_fbid=1197657097088989&id=460639650790741
Seedly,,2019-09-27 08:00:00,32 Years Old Single with no dependent Makes $12-$14k/month Liabilities look after themselves should anything happen to me.,5,5,,,,,,1,1194569574064408,/story.php?story_fbid=1194569574064408&id=460639650790741
"Seedly,MONEY FM 89.3",MONEY FM 89.3,2019-09-24 17:45:08,Are you investing for your future? Is the fear of losing your money hindering you from getting started? Don't worry! We got your back with this investment starter kit: https://blog.seedly.sg/ultimate-personal-finance-guide-to-investing-singapore/Are you investing for your future? Is the fear of losing your money hindering you from getting started?  Seedly's Kenneth Lou and Ming Feng tells us why we should get over the fear of investing and how you can start.,7,7,,,,,,1,1197138667140832,/story.php?story_fbid=1197138667140832&id=460639650790741
Seedly,,2019-09-26 18:20:54,Have you heard of the 50-30-20 Rule? Or are you currently on the 100-0-0 Plan... 😅,29,28,1,,,,,1,1196998583821507,/story.php?story_fbid=1196998583821507&id=460639650790741
Seedly,,2019-09-26 18:00:19,"The true price of popularity...is taxable!  Find out how Singapore's influencers are taxed, and how exactly they earn $$$.",13,10,2,,1,,,1,1196985903822775,/story.php?story_fbid=1196985903822775&id=460639650790741
Seedly,,2019-09-26 15:53:45,"The financial ratios look good, but is this company worth investing in right now? 🧐",2,2,,,,,,1,1196923883828977,/story.php?story_fbid=1196923883828977&id=460639650790741
Seedly,,2019-09-26 12:11:29,"Getting an abortion shouldn’t be something that’s stigmatised in Singapore. Here are the costs of it, and some tips from the girls who’ve been through it!",21,10,,1,1,2,7,2,1196817677172931,/story.php?story_fbid=1196817677172931&id=460639650790741
Seedly,,2019-09-26 08:00:00,Is it better to pay for a house using cash? Calling all experienced house buyers out there. Help a fellow Singaporean out!,6,6,,,,,,1,1194567810731251,/story.php?story_fbid=1194567810731251&id=460639650790741
Seedly,,2019-09-25 18:57:32,"What if it promises a monthly revenue of $40,000 and a net profit of $5,000?",25,21,4,,,,,6,1196217147232984,/story.php?story_fbid=1196217147232984&id=460639650790741
Seedly,,2019-09-25 18:06:00,"Going to Sentosa to visit the Merlion before it's gone for good?  Good news, locals get to enjoy 50% off their tickets!  While you're at it, save some money on getting there and other attractions!",5,4,,1,,,,1,1196186173902748,/story.php?story_fbid=1196186173902748&id=460639650790741
Seedly,,2019-09-25 14:49:31,Looking for the best moneychangers with the best exchange rates? Look no further... 🤑,8,7,,1,,,,2,1196096657245033,/story.php?story_fbid=1196096657245033&id=460639650790741
Seedly,,2019-09-25 12:00:01,Jio your makan kakis... It's 1-for-1 buffet time! 🤤,25,23,,,2,,,1,1195336413987724,/story.php?story_fbid=1195336413987724&id=460639650790741
Seedly,,2019-09-25 08:00:00,The showdown between a GOOD INVESTOR and POOR INVESTOR.,2,2,,,,,,1,1194567017397997,/story.php?story_fbid=1194567017397997&id=460639650790741
Seedly,,2019-09-24 19:30:44,Some call this the Best REIT IPO in 2019. What do you think? Discuss here: https://seedly.sg/questions/is-lendlease-global-commercial-reit-ipo-worth-investing-in,13,12,,,1,,,1,1195463900641642,/story.php?story_fbid=1195463900641642&id=460639650790741
Seedly,,2019-09-24 18:15:24,"Did you know: You will be spending ~$6,000 in total on pads, or $11,000 for tampons in your lifetime?  Other than upfront costs, there are environmental costs to consider as well!  Today, we decide to find some cheaper, and more environmentally friendly menstrual products for you!",5,4,,,1,,,1,1195417400646292,/story.php?story_fbid=1195417400646292&id=460639650790741
Seedly,,2019-09-24 14:44:06,Is it really over? 😔,6,3,,,,3,,1,1195280327326666,/story.php?story_fbid=1195280327326666&id=460639650790741
Seedly,,2019-09-24 12:22:23,"In the recent 2019 Global Retirement Index, Singapore was ranked 1st for our Finances in Retirement Index.  But that does not necessarily mean that we have good retirement security since there are also other factors at play.  Which, unfortunately, we didn't perform so well in.",12,9,,,1,2,,1,1195200740667958,/story.php?story_fbid=1195200740667958&id=460639650790741
Seedly,,2019-09-24 08:00:00,""" Is it they SIAO?"" $1.6K is as good as a new laptop.",8,5,2,,,1,,4,1194565877398111,/story.php?story_fbid=1194565877398111&id=460639650790741
Seedly,,2019-09-23 21:00:07,Very common question among young couples: Should you exhaust all savings in your OA when getting BTO keys?,9,8,,,1,,,2,1194564944064871,/story.php?story_fbid=1194564944064871&id=460639650790741
Seedly,,2019-09-23 08:36:32,It really be like that sometimes... 😔 Why not start today with something simple? Like getting protected before sh*t hits the fan: http://bit.ly/2kO9FOP,9,7,1,,,1,,1,1194294280758604,/story.php?story_fbid=1194294280758604&id=460639650790741
Seedly,,2019-09-22 17:53:13,"Remember our previous article?  The one that highlighted how your money may end up going to the government if you pass on without any surviving relatives and don't have a will?  Well, we've got your back, here's where you can get your will done to prevent the above from happening!",21,19,,2,,,,1,1193800264141339,/story.php?story_fbid=1193800264141339&id=460639650790741
Seedly,,2019-09-22 12:00:00,"Is driving Grab a good source of side income? No doubt!  But for young people starting out their careers, The Woke Salaryman shares why it might not be the wisest choice.",13,11,2,,,,,1,1193544390833593,/story.php?story_fbid=1193544390833593&id=460639650790741
Seedly,,2019-09-22 10:00:01,Did you know that fraud and manipulation aren’t just committed by small companies? Find out how to detect them! 🧐,4,3,,,1,,,1,1193282840859748,/story.php?story_fbid=1193282840859748&id=460639650790741
Seedly,,2019-09-21 14:30:00,"Ever wondered what are the top financial products in Singapore based on real user reviews in 2019?  We take a look at the consumer's choice over the year to allow Singaporeans to make smarter financial decision. Well, no prize for guessing which telco got the worst rating.",24,21,,3,,,,1,1192799000908132,/story.php?story_fbid=1192799000908132&id=460639650790741
Seedly,,2019-09-21 12:00:00,"Planning for your future? Well, remember to factor in the cost of raising your kid too!  How much does it really cost to raise a child in Singapore though?",39,26,2,,5,6,,2,1192776790910353,/story.php?story_fbid=1192776790910353&id=460639650790741
Seedly,,2019-09-21 11:31:06,"“Here’s to the Crazy ones” 😉 In October 2019, we’ve got a jam packed month for the Top Contributors in our Seedly community. 👍 We’re inviting our top contributors to attend private meetups with some really exciting FinTech companies, Revolut, YouTrip, Transferwise and InstaRem who are launching new Challenger Bank products and services in the SG market. Do you want to... Get ahead of the line, try these cards first hand, get free credits, merchandise and meet the teams behind the scenes? Simply become a LEVEL 4 contributor on Seedly (seedly.sg), and receive an exclusive invite via email in the month of October! Each meetup is only capped at 30 pax! Revolut - 2 October, 7pm Transferwise - 15 October, 7pm InstaRem - 23 October, 7pm YouTrip - 31 October, 7pm",34,30,,1,3,,,1,1192781657576533,/story.php?story_fbid=1192781657576533&id=460639650790741
Seedly,,2019-09-21 10:05:40,"Though no longer as prevalent as before, the giving of dowries still exist in Singapore. Learn more about the cost of traditional dowries here!",17,16,,1,,,,1,1192739087580790,/story.php?story_fbid=1192739087580790&id=460639650790741
Seedly,,2019-09-20 18:06:26,Also useful as a list of places to avoid this F1 weekend. 😎,7,5,2,,,,,1,1192177400970292,/story.php?story_fbid=1192177400970292&id=460639650790741
Seedly,,2019-09-20 15:04:53,Is a uni degree still worth the $$? Find out how to measure the returns on your (expensive) degree here!,14,11,3,,,,,1,1192084554312910,/story.php?story_fbid=1192084554312910&id=460639650790741
Seedly,,2019-09-20 12:03:00,"Just this year, CPF clawed back $2.7billion worth of unpaid contributions from employers. Are you one of those who didn't get paid?  Here's how to make sure you're not one of them!",15,11,,,3,,1,1,1191999677654731,/story.php?story_fbid=1191999677654731&id=460639650790741
Seedly,,2019-09-20 08:00:00,Or is there no option at all?,6,6,,,,,,1,1186267891561243,/story.php?story_fbid=1186267891561243&id=460639650790741
Seedly,,2019-09-19 08:00:00,"Netflix, and wallet not chill?",,,,,,,,1,1186250621562970,/story.php?story_fbid=1186250621562970&id=460639650790741
"Seedly,MONEY FM 89.3",MONEY FM 89.3,2019-09-17 16:22:39,"Catch Seedly on MONEY FM 89.3 every Wednesday on #YourMoney with Michelle Martin on air to share all you need know on personal finance, retirement, investing and more! In this video, we discussed a little about personal finance 101 such as: An outdated Singapore Dream: http://bit.ly/2kRSBXW Personal Finance Framework: http://bit.ly/2kIqqeg Ways to track your expenses: http://bit.ly/2kuhetMDespite knowing the importance of saving, some of us still find it hard to save. Seedly's Kenneth Lou and Ming Feng join us as they share some tips on how you can make saving a breeze for yourself.",12,11,,1,,,,1,1191545531033479,/story.php?story_fbid=1191545531033479&id=460639650790741
Seedly,,2019-09-19 17:37:40,Here’s how you can invest a fixed sum every month while chilling on the beach.,59,57,,1,1,,,7,1191415891046443,/story.php?story_fbid=1191415891046443&id=460639650790741
Seedly,,2019-09-19 15:01:35,Here's 5 things you need to know about Singapore Post 2019 AGM for those who are interested in investing in Singpost!,2,2,,,,,,1,1191341441053888,/story.php?story_fbid=1191341441053888&id=460639650790741
Seedly,,2019-09-19 12:01:45,"Is it worth putting your $$ in fixed deposits? Plus, find out the latest FD interest rates in Singapore!",18,18,,,,,,2,1191257021062330,/story.php?story_fbid=1191257021062330&id=460639650790741
Seedly,,2019-09-18 15:11:10,"330 childcare centres will be rising their fees next year,  a move that came shortly after news of higher subsidies were announced during the National Day Rally.  These childcare centres make up about one-fifth of the total number of childcare centres in Singapore.",8,5,1,,,2,,2,1190618104459555,/story.php?story_fbid=1190618104459555&id=460639650790741
Seedly,,2019-09-18 15:00:05,"Find out if a mid-career switch is what you need, and the best industries + subsidies to know🎉",27,27,,,,,,1,1190612951126737,/story.php?story_fbid=1190612951126737&id=460639650790741
