source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
Mortgage Consultancy,,2019-09-03 15:21:03,,19,19,,,,,,,1422174897937112,/story.php?story_fbid=1422174897937112&id=409881809166431
Mortgage Consultancy,,2019-09-03 15:18:02,,31,31,,,,,,,1422173594603909,/story.php?story_fbid=1422173594603909&id=409881809166431
Mortgage Consultancy,,2019-09-03 15:17:28,,31,31,,,,,,,1422173314603937,/story.php?story_fbid=1422173314603937&id=409881809166431
Mortgage Consultancy,,2019-09-03 15:16:49,,27,27,,,,,,,1422172971270638,/story.php?story_fbid=1422172971270638&id=409881809166431
Mortgage Consultancy,,2019-09-03 09:43:53,#singapore #motivation #mortgagebroker,25,25,,,,,,,1422013687953233,/story.php?story_fbid=1422013687953233&id=409881809166431
Mortgage Consultancy,,2019-09-02 00:13:15,#singapore #motivation #mortgagebroker,14,14,,,,,,,1420894811398454,/story.php?story_fbid=1420894811398454&id=409881809166431
Mortgage Consultancy,,2019-09-01 23:50:21,"Every Obstacle Faced is a Step Closer to Success! ➖➖▶ Comment, Like, & Share The Message! Power Motivation by Mortgage Consultancy. #singapore #motivation #mortgagebroker https://youtu.be/vGZq-G0AuLo",15,15,,,,,,,1420879204733348,/story.php?story_fbid=1420879204733348&id=409881809166431
Mortgage Consultancy,,2019-09-01 21:38:54,ESPECIALLY FOR ALL CAR OWNERS IN SINGAPORE! LOWER your Monthly Car Loan Instalments by $200-$500 and Get CASH from our Creative Car Loan Financing.  Fast Approval and Hassle Free Paperwork for our Car Owners. Get The Best Deal For Car Loan And Refinancing Now! PM out Hotline at +65 85565271 to Get a FREE Quote Now! https://youtu.be/Oq_-RKTYOYs,25,25,,,,,,,1420786058075996,/story.php?story_fbid=1420786058075996&id=409881809166431
Mortgage Consultancy,,2019-09-01 16:29:00,ESPECIALLY FOR ALL CAR OWNERS IN SINGAPORE! LOWER your Monthly Car Loan Instalments by $200-$500 and Get CASH from our Creative Car Loan Financing.  Fast Approval and Hassle Free Paperwork for our Car Owners. Get The Best Deal For Car Loan And Refinancing Now! PM out Hotline at +65 85565271 to Get a FREE Quote Now! https://youtu.be/Oq_-RKTYOYs,35,35,,,,,,1,1420587078095894,/story.php?story_fbid=1420587078095894&id=409881809166431
Mortgage Consultancy,,2019-08-28 21:20:56,"Stay Focus and Don't Look Back! ➖➖▶ Comment, Like, & Share The Message!  Power Motivation by Mortgage Consultancy.  #singapore #motivation #mortgagebroker https://youtu.be/X5v1LE4Sbt4",24,24,,,,,,,1417592511728684,/story.php?story_fbid=1417592511728684&id=409881809166431
Mortgage Consultancy,,2019-08-26 22:04:49,"LOWEST Home Loan FIXED Rate from 1.8%+! Compare 16 Banks at Zero Cost. ‪Up to $3,000 Cash Subsidy & $540 Shopping Vouchers To Be Given Out. Get The Best Deal For Home Loan And Refinancing Now! https://www.mortgageconsultancy.com.sg",30,30,,,,,,,1416053395215929,/story.php?story_fbid=1416053395215929&id=409881809166431
Mortgage Consultancy,,2019-08-26 21:59:24,,33,33,,,,,,1,1416049925216276,/story.php?story_fbid=1416049925216276&id=409881809166431
Mortgage Consultancy,,2019-08-26 21:58:54,,28,28,,,,,,,1416049485216320,/story.php?story_fbid=1416049485216320&id=409881809166431
Mortgage Consultancy,,2019-08-25 23:32:35,,36,36,,,,,,,1415321648622437,/story.php?story_fbid=1415321648622437&id=409881809166431
Mortgage Consultancy,,2019-08-24 21:50:05,"<CHEERS! 1.8%+ FIXED RATE PROMO EXTENDED!> LOWEST Home Loan FIXED Rate from 1.8%+! Compare 16 Banks at Zero Cost. ‪Up to $3,000 Cash Subsidy & $540 Shopping Vouchers To Be Given Out. Get The Best Deal For Home Loan And Refinancing Now! https://www.mortgageconsultancy.com.sg/",32,31,,1,,,,,1414459972041938,/story.php?story_fbid=1414459972041938&id=409881809166431
Mortgage Consultancy,,2019-08-24 21:23:48,"You Don't Try, You Wouldn't Know! ➖➖▶ Comment, Like, & Share The Message! Power Motivation by Mortgage Consultancy. #singapore #motivation #mortgagebroker https://youtu.be/iZnC9fh1ZQQ",25,25,,,,,,,1414444745376794,/story.php?story_fbid=1414444745376794&id=409881809166431
Mortgage Consultancy,,2019-08-22 21:44:31,,37,35,2,,,,,,1412841792203756,/story.php?story_fbid=1412841792203756&id=409881809166431
Mortgage Consultancy,,2019-08-22 21:42:51,,49,49,,,,,,1,1412840248870577,/story.php?story_fbid=1412840248870577&id=409881809166431
Mortgage Consultancy,,2019-08-21 00:33:45,"Hey there, if you have not visited our Mortgage Consultancy Youtube channel, make sure you do so and hit the “SUBSCRIBE button”!  Many good stuff and updates can be found in this channel! We just crossed our 500 subscriber mark and the numbers are still growing!  Thanks for watching! https://www.youtube.com/c/MortgageConsultancy",25,25,,,,,,,1411422545679014,/story.php?story_fbid=1411422545679014&id=409881809166431
Mortgage Consultancy,,2019-08-20 00:14:09,,19,19,,,,,,,1410607835760485,/story.php?story_fbid=1410607835760485&id=409881809166431
Mortgage Consultancy,,2019-08-20 00:07:27,"Age is Never a Barrier to Success! ➖➖▶ Comment, Like, & Share The Message! Power Motivation by Mortgage Consultancy. Call us on - (+65-85565271) Visit us at - https://www.mortgageconsultancy.com.sg/ -www.facebook.com/consultmortgage #singapore #motivation #mortgagebroker https://youtu.be/TTNAq5llAis",19,18,,,1,,,,1410602855760983,/story.php?story_fbid=1410602855760983&id=409881809166431
Mortgage Consultancy,,2019-08-19 23:43:03,"<1.8%+ FIXED RATE PROMO EXTENDED!> LOWEST Home Loan FIXED Rate from 1.8%+! Compare 16 Banks at Zero Cost. ‪Up to $3,000 Cash Subsidy & $540 Shopping Vouchers To Be Given Out. Get The Best Deal For Home Loan And Refinancing Now! https://www.mortgageconsultancy.com.sg/",15,15,,,,,,,1410589159095686,/story.php?story_fbid=1410589159095686&id=409881809166431
Mortgage Consultancy,,2019-08-17 20:28:23,,9,9,,,,,,,1408975259257076,/story.php?story_fbid=1408975259257076&id=409881809166431
Mortgage Consultancy,,2019-08-17 20:21:03,,14,14,,,,,,,1408969672590968,/story.php?story_fbid=1408969672590968&id=409881809166431
Mortgage Consultancy,,2019-08-17 20:02:55,"Determination with an Optimistic Mind is the Key to Success! ➖➖▶ Comment, Like, & Share The Message! Power Motivation by Mortgage Consultancy. Call us on - (+65-85565271) Visit us at - https://www.mortgageconsultancy.com.sg/ -www.facebook.com/consultmortgage #singapore #motivation #mortgagebroker https://youtu.be/hDEZGZ3AFSQ",7,7,,,,,,,1408959312592004,/story.php?story_fbid=1408959312592004&id=409881809166431
Mortgage Consultancy,,2019-08-12 20:10:53,"The Things You Do NOW will Determine Your Future! ➖➖▶ Comment, Like, & Share The Message! Power Motivation by Mortgage Consultancy. Call us on - (+65-85565271) Visit us at - https://www.mortgageconsultancy.com.sg/ -www.facebook.com/consultmortgage #singapore #motivation #mortgagebroker https://youtu.be/5kRihO1pZQ4",8,8,,,,,,,1405266512961284,/story.php?story_fbid=1405266512961284&id=409881809166431
Mortgage Consultancy,,2019-08-12 16:08:43,,14,14,,,,,,,1405140309640571,/story.php?story_fbid=1405140309640571&id=409881809166431
Mortgage Consultancy,,2019-08-11 11:15:26,"<We are Open on This Long Public Holiday!> LOWEST Home Loan FIXED Rate from 1.8%+! Compare 16 Banks at Zero Cost. ‪Up to $3,000 Cash Subsidy & $540 Shopping Vouchers To Be Given Out. Get The Best Deal For Home Loan And Refinancing Now! https://www.mortgageconsultancy.com.sg/",16,15,,,1,,,,1404240026397266,/story.php?story_fbid=1404240026397266&id=409881809166431
Mortgage Consultancy,,2019-08-10 22:24:45,Mortgage Consultancy would like to wish our Muslim friends a Selamat Hari Raya Haji.,19,18,,,,1,,,1403832489771353,/story.php?story_fbid=1403832489771353&id=409881809166431
Mortgage Consultancy,,2019-08-09 22:40:26,Mortgage Consultancy wishes everyone a Happy National Day and long holiday ahead.,32,30,,2,,,,,1403093236511945,/story.php?story_fbid=1403093236511945&id=409881809166431
Mortgage Consultancy,,2019-08-09 00:14:03,"Take Care of Your Mindset & Everything will be Taken Care of! ➖➖▶ Comment, Like, & Share The Message! Power Motivation by Mortgage Consultancy. Call us on - (+65-85565271) Visit us at - https://www.mortgageconsultancy.com.sg/ -www.facebook.com/consultmortgage #singapore #motivation #mortgagebroker https://youtu.be/UaP7w7P8uwU",32,30,,,,2,,,1402418279912774,/story.php?story_fbid=1402418279912774&id=409881809166431
Mortgage Consultancy,,2019-08-09 00:01:49,"<NATIONAL DAY PROMO CLOSING SOON!> LOWEST Home Loan FIXED Rate from 1.8%+! Compare 16 Banks at Zero Cost. ‪Up to $3,000 Cash Subsidy & $540 Shopping Vouchers To Be Given Out. Get The Best Deal For Home Loan And Refinancing Now! https://www.mortgageconsultancy.com.sg/",33,33,,,,,,,1402412649913337,/story.php?story_fbid=1402412649913337&id=409881809166431
Mortgage Consultancy,,2019-08-05 19:35:13,"Home owners looking to sell their property but UNSURE about the FAIR market price?  Get FREE instant market valuation on your property from our 16 bank partners in one go!  With our one stop service provider platform, home owners can no longer get confused over different prices quoted by different agents and can now avoid the MISTAKE of mismatch pricing.  This applies to HDB, condo, landed, commercial and even new launch properties!  100% transparency and hassle free!  Click here to claim your FREE valuation now! https://youtu.be/Uh6O2frZc9c",53,52,,1,,,,,1400135993474336,/story.php?story_fbid=1400135993474336&id=409881809166431
Mortgage Consultancy,,2019-08-04 16:19:39,"<NATIONAL DAY PROMO CLOSING SOON!> LOWEST Home Loan FIXED Rate from 1.8%+! Compare 16 Banks at Zero Cost. ‪Up to $3,000 Cash Subsidy & $540 Shopping Vouchers To Be Given Out. Get The Best Deal For Home Loan And Refinancing Now! https://youtu.be/9lJleDNRwGU",59,58,,1,,,,,1399301893557746,/story.php?story_fbid=1399301893557746&id=409881809166431
Mortgage Consultancy,,2019-08-04 10:56:57,"LOWEST Business Loan FIXED Rate from 3%+ for Sole Proprietors, SME & Business Owners! Compare 16 Banks in Singapore and Leave the Tedious Application and Approval Work to Us.  Our Objective is to Get Your Financing Approved Fast and Hassle Free so that You can Focus on Expanding your Business.   Get the Best Deal for Your Business Loan Now! https://youtu.be/HUoe5C1BMOA",47,46,,,1,,,,1399139686907300,/story.php?story_fbid=1399139686907300&id=409881809166431
Mortgage Consultancy,,2019-08-03 23:28:22,"Watch this Video Only if You are Feeling Down! ➖➖▶ Comment, Like, & Share The Message! Power Motivation by Mortgage Consultancy. Call us on - (+65-85565271) Visit us at - https://www.mortgageconsultancy.com.sg/ -www.facebook.com/consultmortgage #singapore #motivation #mortgagebroker https://youtu.be/_xJvUocCQZo",21,21,,,,,,,1398779886943280,/story.php?story_fbid=1398779886943280&id=409881809166431
Mortgage Consultancy,,2019-08-03 23:09:40,"<NATIONAL DAY PROMO CLOSING SOON!> LOWEST Home Loan FIXED Rate from 1.8%+! Compare 16 Banks at Zero Cost. ‪Up to $3,000 Cash Subsidy & $540 Shopping Vouchers To Be Given Out. Get The Best Deal For Home Loan And Refinancing Now! https://www.mortgageconsultancy.com.sg/",38,38,,,,,,,1398768740277728,/story.php?story_fbid=1398768740277728&id=409881809166431
Mortgage Consultancy,,2019-08-02 23:42:30,,45,43,,1,,1,,,1398003067020962,/story.php?story_fbid=1398003067020962&id=409881809166431
Mortgage Consultancy,,2019-08-02 23:40:56,,31,31,,,,,,,1398001730354429,/story.php?story_fbid=1398001730354429&id=409881809166431
Mortgage Consultancy,,2019-08-02 23:40:29,,27,26,,,,1,,,1398001260354476,/story.php?story_fbid=1398001260354476&id=409881809166431
Mortgage Consultancy,,2019-08-02 23:40:09,,3,3,,,,,,,1398001017021167,/story.php?story_fbid=1398001017021167&id=409881809166431
Mortgage Consultancy,,2019-08-02 23:01:03,"A Goal Without a Plan is Just a Wish! ➖➖▶ Comment, Like, & Share The Message! Power Motivation by Mortgage Consultancy. Call us on -    (+65-85565271) Visit us at - https://www.mortgageconsultancy.com.sg/ -www.facebook.com/consultmortgage #singapore #motivation #mortgagebroker https://youtu.be/s6AFWQV6SaA",24,24,,,,,,,1397979553689980,/story.php?story_fbid=1397979553689980&id=409881809166431
Mortgage Consultancy,,2019-08-01 22:03:08,"Think Out of the Box! ➖➖▶ Comment, Like, & Share The Message! Power Motivation by Mortgage Consultancy. Call us on -    (+65-85565271) Visit us at - https://www.mortgageconsultancy.com.sg/ -www.facebook.com/consultmortgage #singapore #motivation #mortgagebroker https://youtu.be/71Uej059BiQ",26,26,,,,,,,1397228197098449,/story.php?story_fbid=1397228197098449&id=409881809166431
Mortgage Consultancy,,2019-08-01 21:53:34,"<CLOSING SOON!> LOWEST Home Loan FIXED Rate from 1.8%+! Compare 16 Banks at Zero Cost. ‪Up to $3,000 Cash Subsidy & $540 Shopping Vouchers To Be Given Out. Get The Best Deal For Home Loan And Refinancing Now! https://www.mortgageconsultancy.com.sg/",28,28,,,,,,,1397222723765663,/story.php?story_fbid=1397222723765663&id=409881809166431
Mortgage Consultancy,,2019-07-31 01:09:39,https://youtu.be/9lJleDNRwGU,49,49,,,,,,1,1395843287236940,/story.php?story_fbid=1395843287236940&id=409881809166431
Mortgage Consultancy,,2019-07-30 01:42:41,,38,38,,,,,,,1395074060647196,/story.php?story_fbid=1395074060647196&id=409881809166431
Mortgage Consultancy,,2019-07-30 01:42:19,,45,45,,,,,,1,1395073783980557,/story.php?story_fbid=1395073783980557&id=409881809166431
Mortgage Consultancy,,2019-07-30 01:41:57,,26,26,,,,,,1,1395073573980578,/story.php?story_fbid=1395073573980578&id=409881809166431
Mortgage Consultancy,,2019-07-30 01:41:35,,23,23,,,,,,,1395073243980611,/story.php?story_fbid=1395073243980611&id=409881809166431
Mortgage Consultancy,,2019-07-30 01:41:13,,44,43,,1,,,,,1395072973980638,/story.php?story_fbid=1395072973980638&id=409881809166431
