,content
9,"Mingli LinLevel 2. RookieAnswered on 14 Jan 2019Nothing wrong with being generous with friends and family if you can afford it. Butif you’re not comfortable with it then voice it out. Talk to your girlfriend. Do you love this girl for who she is (including her family) ? Love and marriage on the long term perspective is more than just 2 people. If you’re uncomfortable now, the future is daunting. 0 comments1"
10,"Yiyang ChenLevel 3. WonderkidAnswered on 14 Jan 2019No, u r not petty. They know u can afford and take advantage of it. If it is at eateries that are not within their means like in restaurants in malls, and this happens frequently, they r taking advantage of you. Draw the line with your gf. Both of you to split the bill. It’s not you being petty or calculative but drawing boundaries here. U got to be careful here especially if both of you intend to marry. Be clear with your gf. That you are not solely responsible for her parents. And that they have to live within their means. If you don’t, once married, her parents might start asking u for money to go on holidays or pay for hefty medical bills. I have seen it happen. 0 comments1"
11,"Rave Ong Ci DeLevel 5. GeniusUpdated on 07 Jun 2019Are your parents there too? Maybe the his parents can tell her parents if they only listen to 同辈. Being generous is okay, but not being taken advantage of. The fact that you would ask means you feel like you are being taken advantage of. Talk to your gf and let her know. See if she wants to come up with a solution with you. (One way is saw people resolve, is for the girl to give money beforehand to the guy, before the guy pays for the meal. )2 comments1"
12,"Phoebeta Tauri14 Jan 2019Just pay half half behind the scenes will do. That's what me and my bf does Rave Ong Ci De14 Jan 2019You get the idea. 
What I feel that in this case, the gal can pay according to how much she can afford, which shouldn't be zero. If it is, maybe they should go somewhere else more affordable to eat. 

(On a side note, your bf is damn lucky to have you. )"
13,"Nicholes Wong, Diploma in Business Management at Nanyang PolytechnicLevel 6. MasterAnswered on 14 Jan 2019It would be good to say out now better than future they ask you pay for every single thing. If she think you are petty after you tell her about it, then you might need to reconsider the relationship honestly0 comments1"
14,"Jeff Yeo,   amateur Social contributor  at School of social sharingLevel 6. MasterUpdated on 07 Jun 2019I think it is fair to go Dutch. You can always declare the per pax cost on the spot and get everyone to pay their share. You can be generous to them and give a treat from time to time but it should not be a case where everyone keeps quiet and you become the default person to pay.1 comment1"
15,"Elsa Goh14 Jan 2019May be fair but i dont think it is feasible. Damn awkward to go Dutch, esp if it is all in one bill. One should pay for all, but now the question is who is sposd to be the one."
16,"Yong Kah HweeLevel 6. MasterAnswered on 14 Jan 2019You might want to consider talking to your gf about it. Don't beat about the bush. Tell her how you feel honestly, and ask her if there were any misunderstandings.0 comments1"
17,"Gabriel Tham, Kenichi Tag Team Member at Tag TeamLevel 8. WizardUpdated on 07 Jun 2019Yes, it is not fair. You have to decide is it true love? or are they gold diggers? What if they ask you to pay for the full cost of house and wedding next time? 2 comments2"
18,Elsa Goh14 Jan 2019Haha i think this one a bit jumping the gun.Phoebeta Tauri14 Jan 2019I agree with this though
19,"Alex KaikeongLevel 1. FreshieAnswered on 24 May 2019You are not Petty but calculative. As you mentioned you are well to do, I am sure these bills are peanuts. I am sure the parents are not dining at expensive restaurants or ordering exclusive dishes like shark find, bird nests or Abalones. Of course if they also bring along brothers, sisters or uncles and aunty, than you can voice out. If you are a Chinese race, than usually paying for the parents are sign of being under one roof. Respects to elderly like in law's etc. If you don't feel comfortable, just try not to go out together especially dining.0 comments0"
20,"Qingling Wu, Digital Marketing at Temasek PolytechnicLevel 2. RookieAnswered on 22 May 2019First of all, no you are far from petty.It seems like your kindness and background has been taken for granted. Even though you are well to do, they should be more understanding that you also have things to pay for (daily expenses, mortgage etc). Moreover, I believe you will be more willing to pay for them if they are the ones who fight to foot the bill. But anyhoo in this case, your gf is the problem and not her parents. She should be the one telling her parents about this, and if she doesn't see a problem, then that is a problem.0 comments0"
21,"Tina Sharon LeeLevel 3. WonderkidAnswered on 16 Jan 2019First it's meals then will be household expenses , medical vacation etc. It's the mentality. You may be well off but you are not an ATM. If they including your gf have this type of mindset then the future is bleak. Cut your losses and head for the door!!0 comments0"
22,Elsa GohLevel 5. GeniusUpdated on 07 Jun 2019Actually if u can afford i dun see the problem. What exactly is the concern here?5 comments0
23,"See all 5 comments Galven Lee Keng Yue16 Jan 2019Then it is about principles and what is transpiring through the minds of his girlfriend and her family, which should/would matter eventually for marriage.Elsa Goh16 Jan 2019Agree galven. But as someone below pointed out the critical thing is how the gf behaves. Think her ans is best la."
24,"Singchang TohLevel 2. RookieAnswered on 15 Jan 2019Yep, you're petty.0 comments1"
