,content
13,Sheryl KohLevel 3. WonderkidUpdated on 07 Jun 2019Course was interesting to teach the basics of insurance! ILP segment & implications on 3rd party buying over policies could be better answered2 comments5
14,Loh Tat Tian05 Dec 2018ILP is not the focus of today's meeting. But we will try our best to answer as much as possible as everyone is here to share. Kenneth Lou07 Dec 2018Thanks for your feedback Sheryl noted on it! :) 
15,Phoebeta TauriLevel 3. WonderkidUpdated on 07 Jun 2019Very Informative! I like the speakers! Didn't bore me1 comment5
16,Cherie Julianne Tan05 Dec 2018Oh no! Didn't manage to catch you! Hope to meet you in our next event! ;)
17,Jun Liang JosefLevel 2. RookieUpdated on 07 Jun 2019Speakers were engaging and topics were good. Could share more in-depth next talk!1 comment4
18,Kenneth Lou07 Dec 2018Thanks for your feedback! :) noted! we'll see how we can make it more in depth next time!
19,SiTing TanLevel 2. RookieUpdated on 07 Jun 2019Very informative and educational. Appreciate the speakers to keep it light with occasional jokes on a very dry topic. 1 comment4
20,"Kenneth Lou05 Dec 2018Haha thanks, we try to keep things abit funnier (less the lame puns and jokes)"
21,Leonard LengLevel 2. RookieUpdated on 07 Jun 2019 advice was practical and relevant wanted more in depth discussion on investments and insurance 1 comment4
22,Loh Tat Tian05 Dec 2018No problem. You can post more questions for in dept discussion on insurance as the contract we sign is a legal document itself. 
23,"Clarence ChewLevel 2. RookieUpdated on 07 Jun 2019Could you share the slides? Also, could the attendees get a bottle of water? The food was a nice gesture but it seemed abit overkill.1 comment3"
24,"Kenneth Lou05 Dec 2018Haha noted on that. For slides, we’ll see what we can do!"
25,Kian HanLevel 2. RookieUpdated on 05 Dec 2018Very informative session and interesting topics covered. Would be great if there could be more details on the insurance portion with more scenarios or examples provided. Great for beginners like us nonetheless!0 comments3
26,Joe LauLevel 2. RookieAnswered on 05 Dec 2018Very informative and useful session!0 comments3
27,"Damien LohLevel 2. RookieUpdated on 07 Jun 2019It's a concise session with useful information, though I expected more detail coverage on insurance (as the session title suggested). The ending game was fun and engaging. Sorry if some food was wasted. I checked beforehand and no mention on buffet dinner would be provided.2 comments3"
28,"Kenneth Lou07 Dec 2018Thanks for your feedback! :) Kenneth Lou07 Dec 2018Noted on the insurance coverage portion, we'll see what we can do better!"
29,Budi Wu Hao LinLevel 2. RookieUpdated on 07 Jun 2019it’s a good session for newbie to know about personal finance matter. maybe in the future event can be more specific (one area) rather than cover 3 areas but just the big picture only.2 comments3
30,Loh Tat Tian06 Dec 2018We need more people to support :DKenneth Lou07 Dec 2018Thanks for your feedback! :) Ok noted on that Budi!
31,Cheryl Teng Sze HuiLevel 3. WonderkidUpdated on 07 Jun 2019Very insightful event!! First step to my personal finance!1 comment3
32,Kenneth Lou05 Dec 2018🙌🙌🙌 welcome! 
33,Angelia TanLevel 2. RookieUpdated on 07 Jun 2019The session is very enjoyable and speakers are engaging1 comment3
34,Kenneth Lou07 Dec 2018Thanks for your feedback! :) 
35,Esther EstherLevel 2. RookieUpdated on 07 Jun 2019The event was well organised and the speakers presented the topics in a simple and easy to answer format. Keep up the good work1 comment3
36,Kenneth Lou07 Dec 2018Thanks for your feedback! :) We hope to have many more in 2019!
37,Caris Tay Kai ShinLevel 2. RookieUpdated on 07 Jun 2019It’s informative especially for beginners who needs explanations on various finance terms. speakers are knowledgeable! 1 comment3
38,Kenneth Lou07 Dec 2018Thanks for your feedback! :) All the best in 2019!
