,content
9,"Leck Ting YanLevel 2. RookieUpdated on 07 Jun 2019Please speak to a private banker. In fact, speak to a few if you have the time. If you are happy with monthly or annual payouts plus planning for generations down, perhaps let the banker know you'd want to look into setting up a trust fund for yourself and your future family. ​Think most people agree that you need professional advice. Be wary about the investment products that the bankers will offer/advise you to take up. Risk should roughly equal the return and that all products should be low risk as per your appetite (which is why there is no such thing as no risk. Holding cash also constitutes risk from currency fluctutations and inflation)​Given current market conditions, many private bankers will be clamouring to have  you as a client. I do have a couple of friends in the space who've been helping Gen 1 or Gen 2 (Like yourself) manage their funds in UBS and DBS. You should go with whoever you feel comfortable with.1 comment4"
10,Leong Wen Fong20 Sep 2018Good advice! Love the thought for the future generations
11,"Gabriel Tham, Tag Team Member at Kenichi Tag TeamLevel 8. WizardAnswered on 19 Sep 2018 1% fixed deposit of 14 mil = 140k/year. More than what many average singaporeans earn a year. You no need work already earn more than us. Can relax and retire 0 comments4"
12,"Kenichi Xi, nᴉʍ oʇ dǝnᴉʇsǝd 不能说的秘密 at Tag Team with Gabriel ThamLevel 6. MasterAnswered on 19 Sep 2018​To play it smart with SDIC, become a privilege/premier/HNW account that allows you toLounge with wine (be nice like me ya?)collect umbrellas on rainy day =p (ooppss...only if really need, i give many umbrella to elderly le)get special FD rates and for your case you can use the stagger FD rate method that provides you income month after 12months​Remember I mentioned SDIC?​Each Bank account will secured you a $50k protection so in a way your money will not be defaulted to Zero from the Premier Amount you deposited.​In a way, the more bank account you have in SG covered by SDIC, you get a certain amount of protection.​Hope my reply helps.​If you feel this reply have Quality, please upvote and check other Quality Reply.​https://seedly.sg/profile/a-kenichi-xi​Thank you.0 comments3"
13,"Tan YapShengLevel 2. RookieUpdated on 07 Jun 2019Hi there, Having that amount of inheritance immediately puts you under the High Net Worth category. When you’re at that playing field, there are many low risk options you can explore.​I personally know a high net worth that deals with Private Placement Programs; it generates returns at minimal risk but it’s exclusive to the category. I can refer you to speak with him if you’re interested, afterall, it makes more sense for you to speak with someone who has been there and done that.1 comment2"
14,Kenneth Lou19 Sep 2018That is pretty interesting... private placement programs! :O 
15,"Koh Jun HuiLevel 2. RookieAnswered on 19 Sep 2018Firstly, recognise that there is no way investments come without risk. Investments without any risk involved are called scams. Even banks go bust - Lehman Brothers.  Lehman was the fourth-largest U.S. investment bank at the time of its collapse, with 25,000 employees worldwide (Nick, 2017). Get that clear and out of the way first because thats how people fall into scams when they hear a ""no risk"" investment.​If you really want no risk, leave the money in the bank. SDIC covers per person up to $50,000 per bank, so you might want to diversify. ​The next option try Singapore Savings Bond,  Maximum individual holding: $100,000 according to their website. Its backed by the government. Again, there's risk, however its from a government with AAA credit rating. So, again, are you alright with the risk? ​Just like what Elsa said, you might be better off with a fund manager or financial advisor instead of asking a community. However just be aware and learn some of these phrases like when can institutions use ""Capital Guaranteed"" or ""Protected"" etc. So you won't fall prey to people trying to use you for their own gains. ​Lastly, you are fortunate with this inheritance, do some charity work, it's happiness is what money cannot give you. ​0 comments2"
16,"Junus EuTop Contributor (Sep)Level 8. WizardAnswered on 19 Sep 2019TBH, once you have that amount of money, you can be sure that said wealth managers will be able to find you and offer their services. I only have a tiny sliver of $14.7m in bank accounts but strangely was assigned to talk to pretty wealth managers on products to buy.
Like you say, if you are not looking to get richer than you are, don't want to take risk and are ok with anything higher than the HSBC Premier Savings Account, then I would recommend Citibank Maxigain Savings Account. With the step-up interest, you would be able to definitely earn more than 1%. That said, it's only up to the first $150k I believe.
Then put your money into other high yield savings accounts or FDs. That's about all I can recommend if you want no risk.
Also, loving that minimalist lifestyle, but invest in your health and don't eat too much instant noodles. You are a medical student after all! ;D0 comments1"
17,"Amanda Ho, Financial Planner at AXALevel 2. RookieAnswered on 21 Sep 2018Hi there, would recommend getting a savings plan or a long term investment plan to growth your wealth. Savings plans are at generally at 3% interest and investment plans can have interest as high as 10% or higher (after deductions of all charges). ​Currently i might have something that could help you achieve your goals as well as achieve your retirement needs.If you're interested feel free to FB message me. I would be glad to share what i have with you and add value to you. ​Side note: With that amount of money, it's better to diversify it instead of throwing a lump sum into an account/plan/investment/biz. It's always good to have a few platforms of income to better protect what you already have and minimise the lost. ​Disclaimer, i'm not an insurance agent.0 comments1"
18,"Alvin Teo, Financial Planner at Promiseland Independent Pte LtdLevel 4. ProdigyAnswered on 20 Sep 2018I would firstly opt out of ‘Accredited Investor‘ status first, otherwise, anyone can ask you to sign anything without explaining to you.​being conservative, i would not invest it just yet especially when you are in school. Maybe put FD or manage it in Citibank’s Maxigain.​but whatever you do, opt out from AI status first​​If you‘re investing, I read somewhere in HWZ from a master called Shinythings about cash creation, someone asked about creating/redeeming directly from ABF bond fund, his reply: Anyway. If you've got more than $50k to invest in A35 in one lump, you can request that your broker do a ""cash creation"" - where you hand the cash over to your broker, they hand it to the fund manager, and the fund manager hands the broker newly-created shares, priced at the NAV instead of the market price. This is good because you don't pay any spread, and you don't pay any brokerage, but the broker does tend to charge a fee for it (I've seen 0.3-0.5% when clients have done it before, but the fee is entirely negotiable).   II read somewhere in HWZ from a master called Shinythings about cash creation, someone asked about creating/redeeming directly from ABF bond fund, his reply: or A35. DBS can do it, but the RMs are all clueless; you'll need to escalate a few times to find someone who knows how to make it happen.I0 comments1"
19,"Jonathan Chia Guangrong, Fund Manager at JCG FundLevel 6. MasterAnswered on 19 Sep 2018Glad that you are seeking advice on what possibilities there can be with this huge amount. Not much most of us here can advice as we do not really come across such a high amount. ​It is not possible to invest without some amount of risk, other than leaving it in fixed deposits or savings accounts. Even then, there's only financial insurance under the Deposits Insurance Scheme for such accounts, limited to S$50,000 per financial institution. So it will be a good idea to spread the funds out among different banks to take advantage of this scheme. ​With such a quantum of funds, you will be eligible for private banking services / acredited investor services across the banks here. Hence, seek out professional advice of a relationship or wealth manager at the banks, and see what solutions they can come up with.. It will be likely that special interest rates for savings accounts or fixed deposits can be given to you if you ask for it. Just don't get drawn into signing up for solutions offered by insurance companies (huge fees involved), which with acredited investor status, they do not need to disclose to you. Hence you will need to be careful and look at what documents you are being asked to sign. ​Singapore Savings Bonds will also be a good choice, since it's backed by our government here. Or you can also see if you can access the government bond market here, since our government does auction bonds here on a regular basis. Do buy the bond outright and avoid buying into a fund of bonds.​As an alternative to investment, you may also consider using part of the inheritance to start a foundation to bless others who are in need. Talk to a tax consultant to see if this may provide some tax relief for you. Starting a foundation may also provide non tangible benefits like brand recognition once you embark on your professional medical career. ​Do seek further counsel if necessary, especially from those who are of this networth level. ""Plans fail for lack of counsel, but with many advisers they succeed."" Hope this helps and all the best. 0 comments1"
20,"Nicholas ChanLevel 5. GeniusAnswered on 19 Sep 2018Explore money market funds. Other than that, become a preferred customer at several banks (diversify your risks) & get preferential interest rates on your deposits. 0 comments1"
21,"Jeff Yeo,   amateur Social contributor  at School of social sharingLevel 6. MasterAnswered on 19 Sep 2018I would recommend parking money at separate banks in Singapore to spread out the risk. This would make you their VIP banking customer and enjoy the perks ​Look into going into Bonds with these private bankers. ​Prosstable regular pay out of coupons when held till maturity. lower risksless monitoring Buying a few properties and getting an agent to manage the rental might be a good idea too.​I think Going into the ”outsource managed” model would be most idea so that you can focus on what you like without having to spend a lot of time trying to juggle the investments.0 comments1"
22,"William Seah, Financial services consultant  at PiasLevel 3. WonderkidAnswered on 19 Sep 2018invest without risks? That’s possible only if you don’t want returns. Return is reward for risk. You sacrifice returns for lower risk. That’s why plans with guaranteed returns often have low risk; and low returns. ​What do you want to do? What’s your ideal life like? Once you can work out what you want to do, what you ideally wish to have in life, you’ll have a better understanding of what money means to you, and then you can set goals and plans for your money. ​Don’t get caught up with the pursuit of yields. The why you are investing matters. ​Find an advisor you can trust; not just to help you plan to get maximum yield but to help you achieve your life goals. 0 comments1"
23,"Jay Liu, Diploma in Accountancy  at KHEALevel 6. MasterAnswered on 19 Sep 2018This reminds me of the email scams Hahaha. If its true maybe you can be a accredited investor by depositing your cash into a bank. I guess there will be managers giving you advices to invest. 0 comments1"
24,"Good Day Every DayLevel 6. MasterAnswered on 19 Sep 2018Singapore Saving Bond and fixed deposits are your best options since you are conservative and are not willing to take any risks.  Since you are a minimalist, I believe you are happy with what you already have. Focus on pursuing your passion. Be a good doctor and save lives! I believe that would be more meaningful. Just my humble opinion. 0 comments1"
25,"Nicholes Wong, Diploma in Business Management at Nanyang PolytechnicLevel 6. MasterAnswered on 19 Sep 2018Get Singapore Saving Bonds backed by Singapore Government with ok returns. Suits you the most. But like alot others have commented, its better for you to hire a wealth manager because this is quite a huge sum of money. 0 comments1"
26,"Samuel LimLevel 3. WonderkidUpdated on 14 May 2019Just remember this dictum when seeking advice: ""Never ask the barber if you need a haircut"".0 comments0"
