,content
11,"Lim Chun Long Jimmy, Distributor at Newbrand Organic Green TeaLevel 5. GeniusUpdated on 07 Jun 20192018 is where I started facilitating Ca$hflow game again after 2 year's break. Not only it's fun to play, it also allows making many financial mistakes without losing real money, and trains one's mind to seek multiple sources of passive income.#Cashflow1011 comment6"
12,Kenneth Lou20 Dec 2018Cashflow 101!!! See how many more meetups we have in the next year ahead haha
13,JayJay LinLevel 3. WonderkidUpdated on 07 Jun 2019laughs in real assets3 comments6
14,See all 3 comments Lim Chun Long Jimmy20 Dec 2018When Lambo?HC Tang20 Dec 2018real FIRE liao
15,Lok Yang TengLevel 6. MasterAnswered on 20 Dec 2018Trump :(0 comments6
16,"Gabriel LeeLevel 6. MasterUpdated on 07 Jun 20192018Enlisted into National Service, 1 year & 5 months more to ORD Travelled to Vietnam, Taiwan, Thailand & Indonesia 1 comment5"
17,Kenneth Lou20 Dec 2018Champs. Same same. We were all there! 
18,"Kenichi Xi, nᴉʍ oʇ dǝnᴉʇsǝd 不能说的秘密 at Tag Team with Gabriel ThamLevel 6. MasterAnswered on 20 Dec 2018There are people who try to convince how successful they are so they can meet up with individual and get them to trust them and pass their hard earned money to them to copy trade or ""invest"" to reach their ""successful"" level. There are people who are out there to help out those who are willing to help themselves by pointing them to the right legit resources to learn how to fish and progress from there. They don't wanna meet people or ""show off"" to gain publicity or ""trust"" so they can use other people money to make their own money. They progress everyday and hope others can see the light instead of chasing  after urban legends on inflation when Saving is the Mother of All Investment.Taking the strata malls as an example, by becoming an owner of a shop unit doesnt warrant a profit because there are malls that could not get Tenant since TOP.Always do your own homework by visiting the sites and checking out the threshold population and not let sales talk or your own beliefs make big decision that can be destructive.My meme is for one to reach a good level, one must be willing to put in hardwork and effort to ""try"" and get a ""good"" result.Everyone is trying to survive everyday even among the Best of us. By doing things with a good intention, and doing homework, even if the result is not the desired one, it will not be a painful one.0 comments4"
19,Joshua TanLevel 3. WonderkidAnswered on 20 Dec 20182nd year of uni :')0 comments4
20,Beverly NgLevel 3. WonderkidUpdated on 07 Jun 20192018 has been a challenging year for my career and I am doing a job that I don't really enjoy. Hope that 2019 will be a better year for me :) 1 comment4
21,Leong Wen Fong20 Dec 2018:'( jia you
22,"Nicolas Leung Jun WeiLevel 3. WonderkidUpdated on 07 Jun 2019
At every start of the year, we set our goals to achieve, and review it at the end of it. Relishing our goals may seem hard, however focusing on them is harder. The unspoken attention that it yearns slows you down. The flowers around distracts you, with its honey-coated petals. The trees calling out your name for a rest stop. The rain drowns out the sounds you should hear. The rocks eager to descend you groundwards. The sun showers you into a mental war. The bees misdirect you in a heartbeat.This is to all.Stay Focus.1 comment4"
23,Leong Wen Fong20 Dec 2018#inspired
24,"Gerard Ong, Tax consultant  at Ernst & Young Level 4. ProdigyAnswered on 20 Dec 2018Me enduring fire as a senior throughout the 2018 tax peak season -_-0 comments4"
25,"Loh Tat TianLevel 6. MasterUpdated on 07 Jun 2019Life changes pretty fast. I thought I would have continued as a Financial Advisor, but going through proper training and seeing the culture, its easier to educate by being out of it. There are also lots of ways to earn for a living, not necessarily selling products.3 comments4"
26,See all 3 comments Loh Tat Tian20 Dec 2018I thought you still are :o did you just left? Jim Ng20 Dec 2018Still holding on to the license but don't intend to renew next year :)
27,"Yeap Ming Feng, Head of Content & SEO at SeedlyLevel 5. GeniusUpdated on 07 Jun 2019If I can summarise the year 2018 in two words.1 comment4"
28,Loh Tat Tian20 Dec 2018:O!? what;s with the turtle...
29,Md AimanLevel 3. WonderkidUpdated on 07 Jun 20192018 be likeEven when bills come in. 1 comment4
30,Kenneth Lou20 Dec 2018haha good one!
31,"Felicia Angela RoqueLevel 2. RookieAnswered on 20 Dec 2018I should've done this earlier, but I've finally settled and set a personal budget overview, and also got some important insurance policies for myself.Me realizing my once careless-spontaneous-spender self:0 comments4"
32,Wilnel YeoLevel 3. WonderkidUpdated on 07 Jun 2019Sadly2 comments4
33,Kenneth Lou20 Dec 2018haha what a random year. *prep for bitcoin memesLeong Wen Fong20 Dec 2018:O aren't you Peiwen's friend?
34,"ChiChing WanLevel 3. WonderkidUpdated on 07 Jun 2019in 2018, i sold my sole...Cr:big4accountant1 comment3"
35,Kenneth Lou20 Dec 2018Haha this is funny!
