,content
9,"Tan Wei MingLevel 5. GeniusUpdated on 05 Jun 2019I think $100k  is achievable at age 30, provided you have prior savings and no other commitments like girlfriend, BTO, car etc.Edit: I am excited to achieve $20k at age of 19.0 comments5"
10,"Junus EuTop Contributor (Sep)Level 8. WizardAnswered on 05 Jun 2019Yes it is. I have done it at age 25, but this was with alot of prudence from an early age, investments and working long hours.0 comments5"
11,"Vincent Tan Wen Bin, Assistant Vice President at Thinkers AllianceLevel 5. GeniusAnswered on 05 Jun 2019Yes, it would be realistic. There are also local finance bloggers too that showed you that they have accumulated $100k before 30s.0 comments5"
12,"Steph YeoLevel 5. GeniusAnswered on 07 Jun 20192 things: 1) Have you thought about what is your intention behind your goal? What are you saving up for? It's easy to lose motivation if you don't have a clear intention. 2) People are different.  3 main ways:
A) People have different timelines--some start working at 16, some at 23; some have children at 25, some at 30+; so I'm not sure about pegging your goal to an age. It is only realistic if you have enough time to do it.B) People also have different salaries--just look at all those salary comparison sites/articles. Assuming you spend $500 per mth, you will save more if your salary is 3.5k than if it is 2k. It is only realistic if your earnings and spendings allow for it.C) People also have different lifestyles. Do you cook at home? Do you drive? Do you have a gym membership? It is only realistic if you can continue to maintain your comfortable lifestyle, or make small changes that you can accept. No point suddenly cutting your gym membership if you think your most enjoyable time daily is working out with friends at the gym.Your goal is only realistic if it makes sense to you!0 comments4"
13,"James Yeo, Founder at SmallCapAsia.comLevel 4. ProdigyUpdated on 07 Jun 2019To be honest, it really depends on your lifestyle. Even though i am willing to go all the way to scrimp and save to hit the 100k, sometimes your partner may not have the same discipline/mindset as you. For my wife, her family upbringing is where they focus on instant gratification.In the end, me and my wife focus on somewhere in the middle - we do have fun like travel overseas (living in the moment) but also save up prudently by not spending on lavish dining and branded goods.2 comments4"
14,Kenneth Lou06 Jun 2019It's true! the benchmark is yours to set :) Living somewhere in the middle is not exactly a bad place to be as well. haha. YOLOJames Yeo06 Jun 2019Hahaha yes! Live life between stingy and yolo.
15,"Alan KorLevel 5. GeniusAnswered on 06 Jun 2019Depends on 1) Your savings from young from ang baos, parents, part time work, ns allowances etc2) your income and savings rateeg, 1 year save 20k, 1 month save 16675 yrs can hit 100k at 30 if start at age 250 comments4"
16,"Bang HongLevel 4. ProdigyAnswered on 07 Jun 2019Change the mindset, although i used to like 10030 (Sounds like a bus stop).Proportion based might be more appropriate as someone with 100k, but might finish the sum in say 10x duration, whereas other might be thrifty can go up to say 50x duration, yes it could be that much.
A very quick and dirty way from my perspective for age 30, is to have at least 3 years of ""reasonable"" expenses. This includes basic lifestyle of having meals in hawker and some in restaurant, 2 holidays a year (1 near and 1 further), can go watch movie, etc...Yes, i will just throw a quick and dirty number for you, 3 years of ""reasonable"" expenses from your lifestyle.
***That excludes from the usual emergency funding.Of course there will be like many more answers or planning, but we cant helped it by kick-starting with quick and dirty answers :P0 comments2"
17,"Rave Ong Ci DeLevel 5. GeniusAnswered on 07 Jun 2019To the guy making a million, 100k is just pocket change. hint: “Forbes 30 under 30”To be more realistic, it should be more of a X no. of annual salary, rather than a fixed figure of $100k. This also depends on your commitment, e.g. Do you have to support any loved ones? Do they have health complications, e.g. Cancer, Kidney failure, Diabetes, Depression, Down Syndrome, Bipolar, Suicidal, etc? Or financial complications, e.g. Debts to be repaid, or you are the sole breadwinner? Another thing to note is that if it is out of your control, you do not beat yourself up for missing the target. Perfect example is what happened this year. Especially during these times when the POTUS starts slapping countries with tarrifs, the investment landscape is volatile. You are 30 this year, and have $100k worth of investments (stocks, properties, wines, etc etc) before the trade war. Now, it may drop to say, 80k. Your net worth drops by 20%. Does that mean you did not meet your goal? You meet for the first 4 months, then from May 19 onwards, suddenly you don‘t meet your goal. Doesn’t sound right, does it?0 comments1"
18,"Eveline LauLevel 5. GeniusAnswered on 10 Jun 2019$100k by the age of 30 (excluding CPF) is realistic but it depends on several factors:how much does one earn a month?how is one's monthly expenditure / lifestyle like?what commitment does one has?does one have the discipline to alter unfavorable aspects of one's life in order to achieve the $100k goal?Generally, if your starting pay from graduation is ~3 grands / month, you don't splurge on luxurious items nor foodfare (e.g. Starbucks/boba every day), has decent discipline to save at least $400 a month, one should be able to hit that goal without extreme difficulty. Of course, the more you can earn (+save), the faster you can achieve that goal.0 comments0"
19,"Einn HannLevel 1. FreshieAnswered on 07 Jun 2019It is realistic and not so hard, but need to be discipline. I do expenses tracking since I studied in uni. When I start working, I do budgeting for my monthly expense. You may read this if you interested to know how I do my monthly budget.0 comments0"
