comment	commenter	date	num_comment	num_likes	url	username
@stevanmilas 🤗	naturallytia	2019-10-05T03:47:04.000Z	44	1,889	http://instagram.com/p/B3ONIoLF2pZ/	thewokesalaryman
@zacharylky	bryanleejh	2019-10-05T03:47:04.000Z	44	1,889	http://instagram.com/p/B3ONIoLF2pZ/	thewokesalaryman
Loved this! 👍👍	gracedotc0m	2019-10-05T03:47:04.000Z	44	1,889	http://instagram.com/p/B3ONIoLF2pZ/	thewokesalaryman
You can love it or hate it — we choose to use it. link in bio.	thewokesalaryman	2019-09-21T04:16:44.000Z	5	423	http://instagram.com/p/B2qNZtvl7Qy/	thewokesalaryman
Can’t deny that CPF is great, but CPF does have its negative downsides as well. It’s a well known fact that Singapore birth rate has declined significantly over the years, hence the number of people to replace the current working class has decreased. With decreasing working class, number of people being subjected to CPF decreases as well. Hence, eventually CPF will (a) run out of money (b) increase the contribution percentage. Singapore is trying its best to gather more people by allow foreigners to migrate over in hopes that it will convince them to stay and be subjected to CPF and taxes. But has it been that case? Most people who takes up citizenship eventually returns to their country, hence further complicating the CPF and tax situation. Another issue is that millennials are taking up more freelance jobs, which are not required to contribute to CPF (grab food, grab driver, designers, event coordinators, etc) this also contributes to the issue of decrease in money within CPF. The only way around that specific issue is (a) government enforces everyone to contribute (b) continue to struggle finding funds for CPF. All these are pointers should be pointed out about CPF before completely trusting CPF. While, I highly doubt that funds within CPF will ever run out but it’s to our best interest to keep in mind that many things are going to change drastically in the years to come.	clockwerkangels	2019-09-21T04:16:44.000Z	5	423	http://instagram.com/p/B2qNZtvl7Qy/	thewokesalaryman
Following from the U.S.A. 👋 I'm happy to see the idea of financial independence spread throughout the world.	ani.glass	2019-09-21T04:16:44.000Z	5	423	http://instagram.com/p/B2qNZtvl7Qy/	thewokesalaryman
Great work! Always enjoyed you work guys!	samuelchinmx	2019-09-21T04:16:44.000Z	5	423	http://instagram.com/p/B2qNZtvl7Qy/	thewokesalaryman
we only make one or two trips a year, but when we do it’s super epic	thewokesalaryman	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
@hidors	migsldl	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
@elfintanned pic 8	haowennn	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
LOL @heruiming	danjbangs	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
Wkwkwkwk come to Indonesia 🤣	rynygskt_	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
“Bunk with friends” ha ha ha ha @yangsihaa @kminhea	itsafiq	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
Airbnb instead of hotel!	ai_deekae	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
@kevin.ykj	suplinny	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
Great advice!	fightsulfight	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
@edloisang	dontevale	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
@chermaineruthlek	lllimie	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
You're more than welcomed to visit Indonesia, we have great food and people!	a_dhaneswara	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
@btricechin I like this guy	isaac_khoo_95	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
How can you save more when you stay longer? (Accommodation, food, transportation etc… of cos unless you are camping or bunk with friends/relatives)	sammie.onewinged	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
❤️	bransonlemontay	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
@shawn_term_memory 😆😆 what do you think of this.	xiaoyuny	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
Another hot tip: Follow @themilelion for travel hacking advice 😎	viviennewongsingalong	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
@ekxuanwen I’m interested to know, do you think we should splurge or save more during holiday trips? Guilty to admit, but I’m more for the former since I’ll specifically plan my savings to enjoy a holiday 👉🏻👈🏻	belchua_	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
@mike.lowardi 😃😃	melliany	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
Overseas so ex meh... $10 go pulau ubin. Cheap cheap...	motorbik3r	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
👍	singaporehomesbysue	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
Wow @thewokesalaryman u guys left out marshmallow in this comic. 0/10 :(	shawn_term_memory	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
@nameisangelina	tyll94	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
You do know there is a study on the maximum number of days of vacation to get the most efficient happiness - endorphins release/rest right?	mida.hmd	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
@aiesya	seburba	2019-09-17T00:06:38.000Z	38	1,694	http://instagram.com/p/B2fdmabFWhZ/	thewokesalaryman
Reminder	thewokesalaryman	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
@thewokesalaryman Just noticed the ox-head & horse-face sculptures were at the bar from the beginning. Keep up the good work.	chaoticvort	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
Wow.	adamizzy	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
Felt like sharing this sedih story with you @myfinancialjourney_	onemillionby2028	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
What the hell	clemenceching	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
@shaymahname	ivoryyeo	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
Ok fk	voluntaryextinction	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
This is why #Singaporeans are so discipline and timely manner	nencorr	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
@jordan_gohh @jessica.psh	aloylqs	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
Damn this shit is deep	burayetunz	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
@j_w___lee	bennzxc	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
@fabulousbygrace	timtimotimot	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
I feel like the protagonist	alexskbab	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
@marioramero7	haikalekel	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
eh so cute got bicycle in the bar like how you'd cycle 2 work	healthycalculus	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
Hands down the best I’ve seen from you guys!	shawnhcl	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
@zhen_liang	rinazalelos	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
@esther.laii	mesaux	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
The intent of this piece and artwork are great. But this applies to only a minority. Truth is, many people have no choice but to work long hours from civil servants to taxi drivers to cleaners. Its just the way our society is. So we cant simply say we can work less and therefore we have time for family. No work then no money	sma_28aax	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
@chammasuli	mykeedokie	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
Didn’t expect that twist. Kinda hit close to home.	okamiani	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
Appreciate what you have	arvinvn	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
Ufff...🙌🙌🙌	ecstaticexchangepoetry	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
@vophungnhi cái này đọc ý nghĩa lắm nè	ntridan_evf	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
Ouch this one hurt	r3ginaphalange_	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
@kevin.ykj	suplinny	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
This brings tears to my eyes..idk why..	chubbycookiez	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
The dark twist at the end 😥	ltankk	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
Yeah right doing to much will kill you early ;)	walliemanquilo	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
This is really deep @desinonputri	nencorr	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
So good. But why did you change font!!!	jaydenation	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
Dude...this was scarier than the Shining 👏💯	crocodileclouds	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
Nice	iarthista	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
Oof	rocksugarpie	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
Man that escalated quickly	lucasisonfire	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
@haojianhao	paperplanestory	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
A must read for anyone pursuing success...	artofnew	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
Dead in only 47 years of age despite being very rich? That's sad...	danufane	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
Oh fuck right in the feels......	7foottallgigachad	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
Made me tear up...stay woke everybody.	ani.glass	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
What a good start to a Sunday morning. #nosarcasmbro keep up the good work!	thehappyharis	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
Holy shit this page got deep and metaphysical quick. Several levels of woke in that artwork	petesirhut	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
Deep	sahull	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
47 years old, that is a bit early. Most people should live till 55, and anything more than that is a gift.	dgrind666	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
Brilliant! So good. 👏🏻	misslailai	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
holy shit	sanedoodles	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
That escalated quickly	unkle_jo	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
God damn! It brought tears to my eyes in the morning 👌👌	davyre	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
This is good 👍🏻	evacomics	2019-09-07T23:30:29.000Z	63	2,814	http://instagram.com/p/B2IOTsXFKIl/	thewokesalaryman
Yes	thewokesalaryman	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
Still the same interest rate today that I’m paying.	derylhkl	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
this is so good guys!! 🙆	rraycher	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
It's okay to be debt as long as you confront it. Fine words.	muhdmalik_	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
yes	bransonlemontay	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
❤️	w.leoj	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
Debt taught me more about financial literacy and management ~~ this is so true. Thank you so much for highlighting those @thewokesalaryman	angwynsulistono	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
Debt helped me manage my finances better. SO TRUE.	alphaspectre	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
@teeee.rex	patsantos27	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
@sylvy_y	rachelyahumin	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
Wow! Thanks! 🔥🔥🔥	mikhaelvmonstero	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
How true this is 😢	thesalarymanmemes	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
👏what a wise word...	walliemanquilo	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
@serenesyh fighting!	potakoh	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
@benjamin_tpayne	glorianguwy	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
@tianreagon @michellephillips_10 @andremisrole	candio82	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
❤️❤️❤️❤️❤️❤️❤️❤️	nyleda	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
@shanyceee	d.c.h.w	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
@nicho1987	jaceneo	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
@fiqrianto @sitinurohmaa ku pny bnyk ide tp gak bs eksekusi :(	natedella	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
Need @eugenefrancisrebong	alyregine	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
@junren1997 drinking milk tea is a want, not a need haahahaa	luenna_lau	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
Well said! Btw do you do the drawings yourself? They are done really well	officelady59	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
@nameisangelina	tyll94	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
Your takehome pay makes me feel depressed	admirebecca	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
@escaperunway @whoisclare @gokartzzz	junweikjw	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
@_xuanxuan	claribelleeee	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
@btricechin	isaac_khoo_95	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
This is reallt help me a lot	amrnha	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
Anw, is there any Indonesian who follow this account besides me? Really want to collaborate to creat a content like this😁	amrnha	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
@bluish_girl	yuansterrr	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
@chenpeiying26 👍🏻 house debt	readymode	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
Very helpful! Thank you for making this 👌	jaymie_eatravelove	2019-09-04T00:09:39.000Z	41	1,622	http://instagram.com/p/B19_nJGlE_U/	thewokesalaryman
old post who dis — also, ROM cost less than $50 if you are Singaporean	thewokesalaryman	2019-08-26T10:50:12.000Z	56	1,479	http://instagram.com/p/B1n9ww7l9SL/	thewokesalaryman
@joannnalee for your reference ☺️	shellyytang	2019-08-26T10:50:12.000Z	56	1,479	http://instagram.com/p/B1n9ww7l9SL/	thewokesalaryman
Oh I love all your post!!!	_michelleferen	2019-08-26T10:50:12.000Z	56	1,479	http://instagram.com/p/B1n9ww7l9SL/	thewokesalaryman
@qiiish	geston92	2019-08-26T10:50:12.000Z	56	1,479	http://instagram.com/p/B1n9ww7l9SL/	thewokesalaryman
@vernonapostol	isabelchaichiahhui	2019-08-26T10:50:12.000Z	56	1,479	http://instagram.com/p/B1n9ww7l9SL/	thewokesalaryman
@ronoc_llebpmac	chubbycookiez	2019-08-26T10:50:12.000Z	56	1,479	http://instagram.com/p/B1n9ww7l9SL/	thewokesalaryman
@maggiesimm	kevinojy	2019-08-26T10:50:12.000Z	56	1,479	http://instagram.com/p/B1n9ww7l9SL/	thewokesalaryman
@timotea.chua	keinnic	2019-08-26T10:50:12.000Z	56	1,479	http://instagram.com/p/B1n9ww7l9SL/	thewokesalaryman
@safyann	jyongsf	2019-08-26T10:50:12.000Z	56	1,479	http://instagram.com/p/B1n9ww7l9SL/	thewokesalaryman
@elizwlgan	jeffngsh	2019-08-26T10:50:12.000Z	56	1,479	http://instagram.com/p/B1n9ww7l9SL/	thewokesalaryman
The saddest thing is many young couples may want to save money and have more intimate events, but they get guilted and pressured by parents into organising bigger, grander, noisier but ultimately hollower weddings. All so the parents can show off to compete with their other relatives or friends. Hope more go down the route of what you described, a lot of these so-called tradition must haves are pointless and take up a lot of money we don't have.	whimkimm	2019-08-26T10:50:12.000Z	56	1,479	http://instagram.com/p/B1n9ww7l9SL/	thewokesalaryman
@janecdinata please look at this	mdtjan	2019-08-26T10:50:12.000Z	56	1,479	http://instagram.com/p/B1n9ww7l9SL/	thewokesalaryman
@diandiancandra	andirzki16	2019-08-26T10:50:12.000Z	56	1,479	http://instagram.com/p/B1n9ww7l9SL/	thewokesalaryman
@catchtheline 💓 don’t be too stressed ok. Love you de	lovegimmick	2019-08-26T10:50:12.000Z	56	1,479	http://instagram.com/p/B1n9ww7l9SL/	thewokesalaryman
@cwanling	chonggggyou	2019-08-26T10:50:12.000Z	56	1,479	http://instagram.com/p/B1n9ww7l9SL/	thewokesalaryman
@jeanneyl	yauyounglim	2019-08-26T10:50:12.000Z	56	1,479	http://instagram.com/p/B1n9ww7l9SL/	thewokesalaryman
@yglighter idw gate crash 🤭 waste time do lame things, rather sleep more..	yixiguo	2019-08-26T10:50:12.000Z	56	1,479	http://instagram.com/p/B1n9ww7l9SL/	thewokesalaryman
@amelialooooo for your reference	haowennn	2019-08-26T10:50:12.000Z	56	1,479	http://instagram.com/p/B1n9ww7l9SL/	thewokesalaryman
