	filename	isInfographic	mediaType	timestamp	username
109	Image-22802874_439187733143261_1760295825189109760_n-20171028-14h-21m-0.jpg	0	Image	20171028T1421	dnssingapore
110	Image-13109029_1001995496548416_308931307_n-20160426-18h-45m-0.jpg	0	Image	20160426T1845	dnssingapore
111	Image-18251794_636629896537666_3358569949076389888_n-20170503-12h-12m-0.jpg	0	Image	20170503T1212	dnssingapore
112	Image-12424911_1524092937900654_2124377443_n-20160412-15h-42m-0.jpg	0	Image	20160412T1542	dnssingapore
113	Image-20180705_1644626528894447_7950061031277985792_n-20170720-13h-04m-1.jpg	1	Image	20170720T1304	dnssingapore
114	Image-21479847_490157054701956_7504552818217320448_n-20170907-08h-43m-0.jpg	0	Image	20170907T0843	dnssingapore
115	Image-67138251_1190199124519574_5901175595031479842_n-20190722-17h-59m-1.jpg	1	Image	20190722T1759	dnssingapore
116	Image-17663072_1361431553900814_8170079531403575296_n-20170408-09h-14m-0.jpg	0	Image	20170408T0914	dnssingapore
117	Sidecar-23280161_287567768422602_9040914962762956800_n-20171108-14h-38m-0.jpg	0	Sidecar	20171108T1438	dnssingapore
118	Sidecar-67573705_468241563773389_2628112136070894618_n-20190831-18h-41m-0.jpg	0	Sidecar	20190831T1841	dnssingapore
119	Image-20181376_197587260776898_3480741127034765312_n-20170719-14h-37m-0.jpg	0	Image	20170719T1437	dnssingapore
120	Image-14533571_1185065971573082_5701684435376668672_n-20161011-19h-12m-0.jpg	0	Image	20161011T1912	dnssingapore
121	Image-12918620_1688826744704840_2068538948_n-20160414-14h-14m-1.jpg	1	Image	20160414T1414	dnssingapore
122	Image-66449916_194697728196985_3064233830691988734_n-20190725-10h-34m-0.jpg	0	Image	20190725T1034	dnssingapore
123	Image-10616325_1027696447274074_1419503644_n-20160112-22h-13m-1.jpg	1	Image	20160112T2213	dnssingapore
124	Image-12277487_969427859799247_74452804_n-20151216-16h-48m-1.jpg	1	Image	20151216T1648	dnssingapore
125	Image-21690151_1931061190548309_1081396623952576512_n-20170916-13h-18m-1.jpg	1	Image	20170916T1318	dnssingapore
126	Image-67530759_2388760798111120_856733772467226209_n-20190718-09h-59m-0.jpg	0	Image	20190718T0959	dnssingapore
127	Sidecar-61215091_151669432633752_8232179151811823055_n-20190529-21h-28m-0.jpg	0	Sidecar	20190529T2128	dnssingapore
128	Image-17881825_796489710516070_5849019800952504320_n-20170411-17h-47m-0.jpg	0	Image	20170411T1747	dnssingapore
129	Image-14553162_231194133970467_3574171483359936512_n-20161119-15h-57m-0.jpg	0	Image	20161119T1557	dnssingapore
130	Image-66715540_1105019949707164_6352970399713120302_n-20190731-10h-12m-0.jpg	0	Image	20190731T1012	dnssingapore
131	Image-13422793_593475694159671_1236634035_n-20160609-15h-43m-1.jpg	1	Image	20160609T1543	dnssingapore
132	Image-12317526_1671892969695975_1756150609_n-20151208-00h-58m-1.jpg	1	Image	20151208T0058	dnssingapore
133	Image-67457068_885888768428129_5543186438986116699_n-20190720-10h-36m-0.jpg	0	Image	20190720T1036	dnssingapore
134	Sidecar-64691109_457024928425012_5143931025973030438_n-20190701-15h-38m-1.jpg	1	Sidecar	20190701T1538	dnssingapore
135	Image-12093540_1044998255560223_298353304_n-20160309-17h-39m-0.jpg	0	Image	20160309T1739	dnssingapore
136	Image-12940332_1613732112283885_40562755_n-20160414-11h-59m-0.jpg	0	Image	20160414T1159	dnssingapore
137	Image-13562049_1052308358157231_1200712483_n-20160628-19h-53m-0.jpg	0	Image	20160628T1953	dnssingapore
138	Sidecar-68670964_118661159179069_8567458523160809394_n-20190824-14h-47m-0.jpg	0	Sidecar	20190824T1447	dnssingapore
139	Image-12328120_1573952289587759_1920504097_n-20160321-17h-34m-0.jpg	0	Image	20160321T1734	dnssingapore
140	Image-14482915_2125545157670005_1065790971951710208_n-20161011-21h-18m-0.jpg	0	Image	20161011T2118	dnssingapore
141	Image-20479049_1945186175728614_5503735431428046848_n-20170731-15h-04m-1.jpg	1	Image	20170731T1504	dnssingapore
142	Image-12751162_1039040506134332_1533030255_n-20160307-12h-45m-1.jpg	1	Image	20160307T1245	dnssingapore
143	Image-14488217_623378677835801_5423702972179677184_n-20161003-12h-42m-1.jpg	1	Image	20161003T1242	dnssingapore
144	Image-13649376_217559055313302_870229654_n-20160818-09h-30m-0.jpg	0	Image	20160818T0930	dnssingapore
145	Image-13392765_254512591582665_396473215_n-20160610-09h-52m-1.jpg	1	Image	20160610T0952	dnssingapore
146	Image-14373989_327590620912258_826755481_n-20160914-12h-31m-0.jpg	0	Image	20160914T1231	dnssingapore
147	Image-12393643_1033822090014647_1522174418_n-20151223-16h-25m-1.jpg	1	Image	20151223T1625	dnssingapore
148	Image-12531148_480587248801941_235192502_n-20160418-20h-17m-0.jpg	0	Image	20160418T2017	dnssingapore
149	Image-14027407_284310421951394_1400997410_n-20160827-11h-36m-0.jpg	0	Image	20160827T1136	dnssingapore
150	Image-65762248_357746494922875_2636598803396537113_n-20190704-09h-37m-1.jpg	1	Image	20190704T0937	dnssingapore
151	Image-13355446_1694038424193202_1720917008_n-20160608-13h-25m-1.jpg	1	Image	20160608T1325	dnssingapore
152	Sidecar-21041405_1949460048672210_2732802624322535424_n-20170822-17h-20m-0.jpg	0	Sidecar	20170822T1720	dnssingapore
153	Image-15056813_1725653947755797_7214792106563338240_n-20161116-19h-43m-0.jpg	0	Image	20161116T1943	dnssingapore
154	Image-53762913_1951205161674054_917752191112762136_n-20190328-20h-05m-0.jpg	0	Image	20190328T2005	dnssingapore
155	Image-67554983_2432811283454064_6306875595889058475_n-20190801-10h-18m-0.jpg	0	Image	20190801T1018	dnssingapore
156	Image-60161323_144474946681604_5702530732434089226_n-20190523-18h-32m-0.jpg	0	Image	20190523T1832	dnssingapore
157	Image-61510937_1327457980737050_3996313159087113734_n-20190525-09h-47m-0.jpg	0	Image	20190525T0947	dnssingapore
158	Sidecar-64729332_140523560474823_381602436743346988_n-20190701-15h-38m-0.jpg	0	Sidecar	20190701T1538	dnssingapore
159	Image-12905151_1556652394635522_14101097_n-20160419-15h-47m-0.jpg	0	Image	20160419T1547	dnssingapore
160	Sidecar-68856756_723765454713138_8932487055186114865_n-20190824-14h-47m-0.jpg	0	Sidecar	20190824T1447	dnssingapore
161	Sidecar-65189281_620391411814588_4173520047549671050_n-20190620-19h-17m-0.jpg	0	Sidecar	20190620T1917	dnssingapore
162	Image-18722879_132108720689500_7052844059655667712_n-20170527-10h-14m-0.jpg	0	Image	20170527T1014	dnssingapore
163	Sidecar-62253749_2767663869917178_8608367196188389712_n-20190620-19h-17m-0.jpg	0	Sidecar	20190620T1917	dnssingapore
164	Image-68926167_163672298118420_3229377835108534691_n-20190916-15h-48m-0.jpg	0	Image	20190916T1548	dnssingapore
165	Image-59543025_391523654779613_8492677160276937148_n-20190511-08h-33m-0.jpg	0	Image	20190511T0833	dnssingapore
166	Image-12724714_1101548749908259_55192911_n-20160516-20h-44m-1.jpg	1	Image	20160516T2044	dnssingapore
167	Image-20837012_1640849472606068_8407543922397544448_n-20170818-12h-35m-1.jpg	1	Image	20170818T1235	dnssingapore
168	Image-12784006_963561477064038_691599177_n-20160303-15h-56m-0.jpg	0	Image	20160303T1556	dnssingapore
169	Sidecar-21689150_173486586555782_7058856979510329344_n-20170913-18h-04m-0.jpg	0	Sidecar	20170913T1804	dnssingapore
170	Image-12141843_120465631645326_1548329529_n-20151022-18h-45m-1.jpg	1	Image	20151022T1845	dnssingapore
171	Image-12269819_1670622586538936_224960143_n-20151209-15h-00m-0.jpg	0	Image	20151209T1500	dnssingapore
172	Image-21147675_251604495360305_5394029545642786816_n-20170828-08h-26m-0.jpg	0	Image	20170828T0826	dnssingapore
173	Image-13249722_1744094335802895_1790814699_n-20160518-20h-34m-0.jpg	0	Image	20160518T2034	dnssingapore
174	Sidecar-64688238_329939224594636_4702883790180470641_n-20190701-15h-38m-1.jpg	1	Sidecar	20190701T1538	dnssingapore
175	Image-22277559_138544873443162_9011312476200894464_n-20171007-14h-17m-0.jpg	0	Image	20171007T1417	dnssingapore
176	Image-12751502_1004661506272538_1594042617_n-20160306-12h-06m-0.jpg	0	Image	20160306T1206	dnssingapore
177	Sidecar-67515262_967838673559498_4922969589420981825_n-20190826-18h-50m-1.jpg	1	Sidecar	20190826T1850	thewokesalaryman
178	Sidecar-66794623_486494822152002_3467345893840943941_n-20190720-22h-49m-1.jpg	1	Sidecar	20190720T2249	thewokesalaryman
179	Sidecar-66153763_2123952861231112_3820263112426837329_n-20190720-22h-49m-1.jpg	1	Sidecar	20190720T2249	thewokesalaryman
180	Sidecar-67455605_310329829739301_5065669797109276109_n-20190731-22h-22m-1.jpg	1	Sidecar	20190731T2222	thewokesalaryman
181	Sidecar-67955836_464279580790787_5311208693395083468_n-20190826-18h-50m-1.jpg	1	Sidecar	20190826T1850	thewokesalaryman
182	Sidecar-66278357_3450467664967079_4202606220023277577_n-20190809-21h-28m-1.jpg	1	Sidecar	20190809T2128	thewokesalaryman
183	Sidecar-72971161_689962401470435_1911784783056821722_n-20191005-11h-47m-1.jpg	1	Sidecar	20191005T1147	thewokesalaryman
184	Sidecar-72587524_394646288154595_6747257677069282628_n-20191015-09h-37m-1.jpg	1	Sidecar	20191015T0937	thewokesalaryman
185	Sidecar-67978533_123817082306384_4471012816373075798_n-20190904-08h-09m-1.jpg	1	Sidecar	20190904T0809	thewokesalaryman
186	Sidecar-70669769_376720519935127_7633893076609958838_n-20191005-11h-47m-1.jpg	1	Sidecar	20191005T1147	thewokesalaryman
187	Sidecar-66658651_212985123007016_1748134446455919014_n-20190809-21h-28m-1.jpg	1	Sidecar	20190809T2128	thewokesalaryman
188	Sidecar-69288606_1114995108699604_2646864780968832646_n-20190908-07h-30m-1.jpg	1	Sidecar	20190908T0730	thewokesalaryman
189	Sidecar-66697539_487163265432679_5227426254248959464_n-20190804-15h-43m-1.jpg	1	Sidecar	20190804T1543	thewokesalaryman
190	Sidecar-67801597_464704917700658_5495201731158226776_n-20190804-15h-43m-1.jpg	1	Sidecar	20190804T1543	thewokesalaryman
191	Sidecar-67564752_810826835986268_697154912558426546_n-20190820-14h-15m-1.jpg	1	Sidecar	20190820T1415	thewokesalaryman
192	Sidecar-69275781_425288148115362_261582296972575887_n-20190917-08h-06m-1.jpg	1	Sidecar	20190917T0806	thewokesalaryman
193	Sidecar-67439023_375977473086756_8893797947621837478_n-20190826-18h-50m-1.jpg	1	Sidecar	20190826T1850	thewokesalaryman
194	Sidecar-67570066_167263357752373_4096273193347436904_n-20190826-18h-50m-1.jpg	1	Sidecar	20190826T1850	thewokesalaryman
195	Sidecar-66814257_926352817763762_7014146906845496040_n-20190815-16h-10m-1.jpg	1	Sidecar	20190815T1610	thewokesalaryman
196	Sidecar-72284230_775356539560601_4680567482748660977_n-20191005-11h-47m-1.jpg	1	Sidecar	20191005T1147	thewokesalaryman
197	Sidecar-67763556_2429817213739086_3084387078448561770_n-20190904-08h-09m-1.jpg	1	Sidecar	20190904T0809	thewokesalaryman
198	Sidecar-66496791_2320390101544120_4891792160764058791_n-20190809-21h-28m-1.jpg	1	Sidecar	20190809T2128	thewokesalaryman
199	Sidecar-70858321_685596398627870_4249508539111271238_n-20191005-11h-47m-1.jpg	1	Sidecar	20191005T1147	thewokesalaryman
200	Sidecar-67460678_153718635767951_1957470534449912696_n-20190714-00h-58m-1.jpg	1	Sidecar	20190714T0058	thewokesalaryman
201	Sidecar-67093196_344601466417069_116219596662131814_n-20190815-16h-10m-1.jpg	1	Sidecar	20190815T1610	thewokesalaryman
202	Sidecar-66225017_1222366257942024_8539018720934293147_n-20190720-22h-49m-1.jpg	1	Sidecar	20190720T2249	thewokesalaryman
203	Sidecar-67444778_1436712183134242_4050222035188561486_n-20190820-14h-15m-1.jpg	1	Sidecar	20190820T1415	thewokesalaryman
204	Sidecar-68824286_231663414475864_4374350172231400477_n-20190826-18h-50m-1.jpg	1	Sidecar	20190826T1850	thewokesalaryman
205	Sidecar-69813435_2408891239359529_140091393765493443_n-20190908-07h-30m-1.jpg	1	Sidecar	20190908T0730	thewokesalaryman
206	Sidecar-70120398_2338170126300427_7244815161000866360_n-20190908-07h-30m-1.jpg	1	Sidecar	20190908T0730	thewokesalaryman
207	Sidecar-66860218_472628163299255_3499187685712674356_n-20190804-15h-43m-1.jpg	1	Sidecar	20190804T1543	thewokesalaryman
208	Sidecar-62245379_1347484525404282_8706340463722908494_n-20190714-00h-58m-1.jpg	1	Sidecar	20190714T0058	thewokesalaryman
209	Sidecar-69693923_491563418324214_6496998504217898853_n-20190908-07h-30m-1.jpg	1	Sidecar	20190908T0730	thewokesalaryman
210	Sidecar-72754587_405440783418345_2200188352066609068_n-20191005-11h-47m-1.jpg	1	Sidecar	20191005T1147	thewokesalaryman
211	Sidecar-67102971_200748697578944_8760357695377939991_n-20190820-14h-15m-1.jpg	1	Sidecar	20190820T1415	thewokesalaryman
212	Sidecar-65619253_1123906907808492_262419665215786964_n-20190720-22h-49m-1.jpg	1	Sidecar	20190720T2249	thewokesalaryman
213	Sidecar-67657049_122041582439505_4035949943521143541_n-20190811-08h-36m-1.jpg	1	Sidecar	20190811T0836	thewokesalaryman
214	Sidecar-70130399_2454183431518163_2027743253487810727_n-20190917-08h-06m-1.jpg	1	Sidecar	20190917T0806	thewokesalaryman
215	Sidecar-67391084_1363675590457941_4428243684345377267_n-20190826-18h-50m-1.jpg	1	Sidecar	20190826T1850	thewokesalaryman
216	Sidecar-61324438_2408192272748034_8335478841542042042_n-20190602-11h-02m-1.jpg	1	Sidecar	20190602T1102	thewokesalaryman
217	Sidecar-67671335_1553742431457877_4893308603517856232_n-20190820-14h-15m-1.jpg	1	Sidecar	20190820T1415	thewokesalaryman
218	Sidecar-73004007_179746019738474_6048877363425560857_n-20191015-09h-37m-1.jpg	1	Sidecar	20191015T0937	thewokesalaryman
219	Sidecar-67439501_188548225475555_3430821400464498388_n-20190811-08h-36m-1.jpg	1	Sidecar	20190811T0836	thewokesalaryman
220	Image-62528872_641632749633224_2355841602941437417_n-20190622-12h-21m-1.jpg	1	Image	20190622T1221	thewokesalaryman
221	Sidecar-72276509_102926354415050_794512944551658113_n-20191005-11h-47m-1.jpg	1	Sidecar	20191005T1147	thewokesalaryman
222	Sidecar-67595655_589154614957818_6913033973644655961_n-20190815-16h-10m-1.jpg	1	Sidecar	20190815T1610	thewokesalaryman
223	Image-65173072_381413955836656_4996842869366453056_n-20190626-10h-24m-1.jpg	1	Image	20190626T1024	thewokesalaryman
224	Sidecar-67241436_383484682351900_557172502780694385_n-20190815-16h-10m-1.jpg	1	Sidecar	20190815T1610	thewokesalaryman
